Integer, Steps, Result
1925,3,47674
1926,3,69696
1927,21,8813200023188
1928,3,125521
1929,2,13431
1930,2,3553
1931,2,5555
1932,2,7557
1933,2,9559
1934,7,1136311
1935,4,99099
1936,5,475574
1937,9,88555588
1938,3,138831
1939,2,14641
1940,2,3773
1941,2,5775
1942,2,7777
1943,2,9779
1944,4,59895
1946,16,5233333325
1948,4,293392
1949,2,15851
1950,2,3993
1951,2,5995
1952,2,7997
1953,2,9999
1954,3,22022
1955,3,44044
1956,3,66066
1957,3,88088
1958,3,155551
1959,4,56265
1960,3,7337
1961,4,25652
1962,4,69696
1963,4,125521
1964,2,12221
1965,3,46464
1966,3,68486
1967,5,881188
1968,3,168861
1969,6,233332
1970,3,7777
1971,5,59895
1972,17,5233333325
1973,5,293392
1974,3,26862
1975,3,48884
1976,5,449944
1977,13,8836886388
1978,18,89540004598
1979,6,229922
1980,5,69696
1981,3,12221
1982,4,68486
1983,4,168861
1984,13,52788725
1985,4,91619
1986,6,993399
1987,16,133697796331
1988,7,2322232
1989,4,79497
1990,5,68486
1991,0,1991
1992,7,993399
1993,8,2322232
1994,7,293392
1995,8,12455421
1996,5,445544
1998,15,8939779398
1999,7,712217
2000,1,2002
2001,1,3003
2002,0,2002
2003,1,5005
2004,1,6006
2005,1,7007
2006,1,8008
2007,1,9009
2008,2,11011
2009,1,11011
2010,1,2112
2011,1,3113
2012,1,4114
2013,1,5115
2014,1,6116
2015,1,7117
2016,1,8118
2017,1,9119
2018,2,12221
2019,2,23232
2020,1,2222
2021,1,3223
2022,1,4224
2023,1,5225
2024,1,6226
2025,1,7227
2026,1,8228
2027,1,9229
2028,2,13431
2029,2,24442
2030,1,2332
2031,1,3333
2032,1,4334
2033,1,5335
2034,1,6336
2035,1,7337
2036,1,8338
2037,1,9339
2038,2,14641
2039,2,25652
2040,1,2442
2041,1,3443
2042,1,4444
2043,1,5445
2044,1,6446
2045,1,7447
2046,1,8448
2047,1,9449
2048,2,15851
2049,2,26862
2050,1,2552
2051,1,3553
2052,1,4554
2053,1,5555
2054,1,6556
2055,1,7557
2056,1,8558
2057,1,9559
2058,4,56265
2059,6,1136311
2060,1,2662
2061,1,3663
2062,1,4664
2063,1,5665
2064,1,6666
2065,1,7667
2066,1,8668
2067,1,9669
2068,6,233332
2069,12,52788725
2070,1,2772
2071,1,3773
2072,1,4774
2073,1,5775
2074,1,6776
2075,1,7777
2076,1,8778
2077,1,9779
2078,6,229922
2079,3,59895
2080,1,2882
2081,1,3883
2082,1,4884
2083,1,5885
2084,1,6886
2085,1,7887
2086,1,8888
2087,1,9889
2088,4,79497
2089,6,293392
2090,1,2992
2091,1,3993
2092,1,4994
2093,1,5995
2094,1,6996
2095,1,7997
2096,1,8998
2097,1,9999
2098,2,11011
2099,2,22022
2100,1,2112
2101,1,3113
2102,1,4114
2103,1,5115
2104,1,6116
2105,1,7117
2106,1,8118
2107,1,9119
2108,2,12221
2109,2,23232
2110,1,2222
2111,1,3223
2112,0,2112
2113,1,5225
2114,1,6226
2115,1,7227
2116,1,8228
2117,1,9229
2118,2,13431
2119,2,24442
2120,1,2332
2121,1,3333
2122,1,4334
2123,1,5335
2124,1,6336
2125,1,7337
2126,1,8338
2127,1,9339
2128,2,14641
2129,2,25652
2130,1,2442
2131,1,3443
2132,1,4444
2133,1,5445
2134,1,6446
2135,1,7447
2136,1,8448
2137,1,9449
2138,2,15851
2139,2,26862
2140,1,2552
2141,1,3553
2142,1,4554
2143,1,5555
2144,1,6556
2145,1,7557
2146,1,8558
2147,1,9559
2148,4,56265
2149,6,1136311
2150,1,2662
2151,1,3663
2152,1,4664
2153,1,5665
2154,1,6666
2155,1,7667
2156,1,8668
2157,1,9669
2158,6,233332
2159,12,52788725
2160,1,2772
2161,1,3773
2162,1,4774
2163,1,5775
2164,1,6776
2165,1,7777
2166,1,8778
2167,1,9779
2168,6,229922
2169,3,59895
2170,1,2882
2171,1,3883
2172,1,4884
2173,1,5885
2174,1,6886
2175,1,7887
2176,1,8888
2177,1,9889
2178,4,79497
2179,6,293392
2180,1,2992
2181,1,3993
2182,1,4994
2183,1,5995
2184,1,6996
2185,1,7997
2186,1,8998
2187,1,9999
2188,2,11011
2189,2,22022
2190,2,5115
2191,2,7117
2192,2,9119
2193,3,23232
2194,3,45254
2195,3,67276
2196,3,89298
2197,3,112211
2198,2,12221
2199,2,23232
2200,1,2222
2201,1,3223
2202,1,4224
2203,1,5225
2204,1,6226
2205,1,7227
2206,1,8228
2207,1,9229
2208,2,13431
2209,2,24442
2210,1,2332
2211,1,3333
2212,1,4334
2213,1,5335
2214,1,6336
2215,1,7337
2216,1,8338
2217,1,9339
2218,2,14641
2219,2,25652
2220,1,2442
2221,1,3443
2222,0,2222
2223,1,5445
2224,1,6446
2225,1,7447
2226,1,8448
2227,1,9449
2228,2,15851
2229,2,26862
2230,1,2552
2231,1,3553
2232,1,4554
2233,1,5555
2234,1,6556
2235,1,7557
2236,1,8558
2237,1,9559
2238,4,56265
2239,6,1136311
2240,1,2662
2241,1,3663
2242,1,4664
2243,1,5665
2244,1,6666
2245,1,7667
2246,1,8668
2247,1,9669
2248,6,233332
2249,12,52788725
2250,1,2772
2251,1,3773
2252,1,4774
2253,1,5775
2254,1,6776
2255,1,7777
2256,1,8778
2257,1,9779
2258,6,229922
2259,3,59895
2260,1,2882
2261,1,3883
2262,1,4884
2263,1,5885
2264,1,6886
2265,1,7887
2266,1,8888
2267,1,9889
2268,4,79497
2269,6,293392
2270,1,2992
2271,1,3993
2272,1,4994
2273,1,5995
2274,1,6996
2275,1,7997
2276,1,8998
2277,1,9999
2278,2,11011
2279,2,22022
2280,2,5115
2281,2,7117
2282,2,9119
2283,3,23232
2284,3,45254
2285,3,67276
2286,3,89298
2287,3,112211
2288,2,12221
2289,2,23232
2290,2,5335
2291,2,7337
2292,2,9339
2293,3,25652
2294,3,47674
2295,3,69696
2296,21,8813200023188
2297,3,125521
2298,2,13431
2299,1,12221
2300,1,2332
2301,1,3333
2302,1,4334
2303,1,5335
2304,1,6336
2305,1,7337
2306,1,8338
2307,1,9339
2308,2,14641
2309,2,25652
2310,1,2442
2311,1,3443
2312,1,4444
2313,1,5445
2314,1,6446
2315,1,7447
2316,1,8448
2317,1,9449
2318,2,15851
2319,2,26862
2320,1,2552
2321,1,3553
2322,1,4554
2323,1,5555
2324,1,6556
2325,1,7557
2326,1,8558
2327,1,9559
2328,4,56265
2329,6,1136311
2330,1,2662
2331,1,3663
2332,0,2332
2333,1,5665
2334,1,6666
2335,1,7667
2336,1,8668
2337,1,9669
2338,6,233332
2339,12,52788725
2340,1,2772
2341,1,3773
2342,1,4774
2343,1,5775
2344,1,6776
2345,1,7777
2346,1,8778
2347,1,9779
2348,6,229922
2349,3,59895
2350,1,2882
2351,1,3883
2352,1,4884
2353,1,5885
2354,1,6886
2355,1,7887
2356,1,8888
2357,1,9889
2358,4,79497
2359,6,293392
2360,1,2992
2361,1,3993
2362,1,4994
2363,1,5995
2364,1,6996
2365,1,7997
2366,1,8998
2367,1,9999
2368,2,11011
2369,2,22022
2370,2,5115
2371,2,7117
2372,2,9119
2373,3,23232
2374,3,45254
2375,3,67276
2376,3,89298
2377,3,112211
2378,2,12221
2379,2,23232
2380,2,5335
2381,2,7337
2382,2,9339
2383,3,25652
2384,3,47674
2385,3,69696
2386,21,8813200023188
2387,3,125521
2388,2,13431
2389,1,12221
2390,2,5555
2391,2,7557
2392,2,9559
2393,7,1136311
2394,4,99099
2395,5,475574
2396,9,88555588
2397,3,138831
2398,2,14641
2399,2,25652
2400,1,2442
2401,1,3443
2402,1,4444
2403,1,5445
2404,1,6446
2405,1,7447
2406,1,8448
2407,1,9449
2408,2,15851
2409,2,26862
2410,1,2552
2411,1,3553
2412,1,4554
2413,1,5555
2414,1,6556
2415,1,7557
2416,1,8558
2417,1,9559
2418,4,56265
2419,6,1136311
2420,1,2662
2421,1,3663
2422,1,4664
2423,1,5665
2424,1,6666
2425,1,7667
2426,1,8668
2427,1,9669
2428,6,233332
2429,12,52788725
2430,1,2772
2431,1,3773
2432,1,4774
2433,1,5775
2434,1,6776
2435,1,7777
2436,1,8778
2437,1,9779
2438,6,229922
2439,3,59895
2440,1,2882
2441,1,3883
2442,0,2442
2443,1,5885
2444,1,6886
2445,1,7887
2446,1,8888
2447,1,9889
2448,4,79497
2449,6,293392
2450,1,2992
2451,1,3993
2452,1,4994
2453,1,5995
2454,1,6996
2455,1,7997
2456,1,8998
2457,1,9999
2458,2,11011
2459,2,22022
2460,2,5115
2461,2,7117
2462,2,9119
2463,3,23232
2464,3,45254
2465,3,67276
2466,3,89298
2467,3,112211
2468,2,12221
2469,2,23232
2470,2,5335
2471,2,7337
2472,2,9339
2473,3,25652
2474,3,47674
2475,3,69696
2476,21,8813200023188
2477,3,125521
2478,2,13431
2479,1,12221
2480,2,5555
2481,2,7557
2482,2,9559
2483,7,1136311
2484,4,99099
2485,5,475574
2486,9,88555588
2487,3,138831
2488,2,14641
2489,2,25652
2490,2,5775
2491,2,7777
2492,2,9779
2493,4,59895
2495,16,5233333325
2497,4,293392
2498,2,15851
2499,2,26862
2500,1,2552
2501,1,3553
2502,1,4554
2503,1,5555
2504,1,6556
2505,1,7557
2506,1,8558
2507,1,9559
2508,4,56265
2509,6,1136311
2510,1,2662
2511,1,3663
2512,1,4664
2513,1,5665
2514,1,6666
2515,1,7667
2516,1,8668
2517,1,9669
2518,6,233332
2519,12,52788725
2520,1,2772
2521,1,3773
2522,1,4774
2523,1,5775
2524,1,6776
2525,1,7777
2526,1,8778
2527,1,9779
2528,6,229922
2529,3,59895
2530,1,2882
2531,1,3883
2532,1,4884
2533,1,5885
2534,1,6886
2535,1,7887
2536,1,8888
2537,1,9889
2538,4,79497
2539,6,293392
2540,1,2992
2541,1,3993
2542,1,4994
2543,1,5995
2544,1,6996
2545,1,7997
2546,1,8998
2547,1,9999
2548,2,11011
2549,2,22022
2550,2,5115
2551,2,7117
2552,0,2552
2553,3,23232
2554,3,45254
2555,3,67276
2556,3,89298
2557,3,112211
2558,2,12221
2559,2,23232
2560,2,5335
2561,2,7337
2562,2,9339
2563,3,25652
2564,3,47674
2565,3,69696
2566,21,8813200023188
2567,3,125521
2568,2,13431
2569,1,12221
2570,2,5555
2571,2,7557
2572,2,9559
2573,7,1136311
2574,4,99099
2575,5,475574
2576,9,88555588
2577,3,138831
2578,2,14641
2579,2,25652
2580,2,5775
2581,2,7777
2582,2,9779
2583,4,59895
2585,16,5233333325
2587,4,293392
2588,2,15851
2589,2,26862
2590,2,5995
2591,2,7997
2592,2,9999
2593,3,22022
2594,3,44044
2595,3,66066
2596,3,88088
2597,3,155551
2598,4,56265
2599,6,1136311
2600,1,2662
2601,1,3663
2602,1,4664
2603,1,5665
2604,1,6666
2605,1,7667
2606,1,8668
2607,1,9669
2608,6,233332
2609,12,52788725
2610,1,2772
2611,1,3773
2612,1,4774
2613,1,5775
2614,1,6776
2615,1,7777
2616,1,8778
2617,1,9779
2618,6,229922
2619,3,59895
2620,1,2882
2621,1,3883
2622,1,4884
2623,1,5885
2624,1,6886
2625,1,7887
2626,1,8888
2627,1,9889
2628,4,79497
2629,6,293392
2630,1,2992
2631,1,3993
2632,1,4994
2633,1,5995
2634,1,6996
2635,1,7997
2636,1,8998
2637,1,9999
2638,2,11011
2639,2,22022
2640,2,5115
2641,2,7117
2642,2,9119
2643,3,23232
2644,3,45254
2645,3,67276
2646,3,89298
2647,3,112211
2648,2,12221
2649,2,23232
2650,2,5335
2651,2,7337
2652,2,9339
2653,3,25652
2654,3,47674
2655,3,69696
2656,21,8813200023188
2657,3,125521
2658,2,13431
2659,1,12221
2660,2,5555
2661,2,7557
2662,0,2662
2663,7,1136311
2664,4,99099
2665,5,475574
2666,9,88555588
2667,3,138831
2668,2,14641
2669,2,25652
2670,2,5775
2671,2,7777
2672,2,9779
2673,4,59895
2675,16,5233333325
2677,4,293392
2678,2,15851
2679,2,26862
2680,2,5995
2681,2,7997
2682,2,9999
2683,3,22022
2684,3,44044
2685,3,66066
2686,3,88088
2687,3,155551
2688,4,56265
2689,6,1136311
2690,4,25652
2691,4,69696
2692,4,125521
2693,2,12221
2694,3,46464
2695,3,68486
2696,5,881188
2697,3,168861
2698,6,233332
2699,12,52788725
2700,1,2772
2701,1,3773
2702,1,4774
2703,1,5775
2704,1,6776
2705,1,7777
2706,1,8778
2707,1,9779
2708,6,229922
2709,3,59895
2710,1,2882
2711,1,3883
2712,1,4884
2713,1,5885
2714,1,6886
2715,1,7887
2716,1,8888
2717,1,9889
2718,4,79497
2719,6,293392
2720,1,2992
2721,1,3993
2722,1,4994
2723,1,5995
2724,1,6996
2725,1,7997
2726,1,8998
2727,1,9999
2728,2,11011
2729,2,22022
2730,2,5115
2731,2,7117
2732,2,9119
2733,3,23232
2734,3,45254
2735,3,67276
2736,3,89298
2737,3,112211
2738,2,12221
2739,2,23232
2740,2,5335
2741,2,7337
2742,2,9339
2743,3,25652
2744,3,47674
2745,3,69696
2746,21,8813200023188
2747,3,125521
2748,2,13431
2749,1,12221
2750,2,5555
2751,2,7557
2752,2,9559
2753,7,1136311
2754,4,99099
2755,5,475574
2756,9,88555588
2757,3,138831
2758,2,14641
2759,2,25652
2760,2,5775
2761,2,7777
2762,2,9779
2763,4,59895
2765,16,5233333325
2767,4,293392
2768,2,15851
2769,2,26862
2770,2,5995
2771,2,7997
2772,0,2772
2773,3,22022
2774,3,44044
2775,3,66066
2776,3,88088
2777,3,155551
2778,4,56265
2779,6,1136311
2780,4,25652
2781,4,69696
2782,4,125521
2783,2,12221
2784,3,46464
2785,3,68486
2786,5,881188
2787,3,168861
2788,6,233332
2789,12,52788725
2790,5,59895
2791,17,5233333325
2792,5,293392
2793,3,26862
2794,3,48884
2795,5,449944
2796,13,8836886388
2797,18,89540004598
2798,6,229922
2799,3,59895
2800,1,2882
2801,1,3883
2802,1,4884
2803,1,5885
2804,1,6886
2805,1,7887
2806,1,8888
2807,1,9889
2808,4,79497
2809,6,293392
2810,1,2992
2811,1,3993
2812,1,4994
2813,1,5995
2814,1,6996
2815,1,7997
2816,1,8998
2817,1,9999
2818,2,11011
2819,2,22022
2820,2,5115
2821,2,7117
2822,2,9119
2823,3,23232
2824,3,45254
2825,3,67276
2826,3,89298
2827,3,112211
2828,2,12221
2829,2,23232
2830,2,5335
2831,2,7337
2832,2,9339
2833,3,25652
2834,3,47674
2835,3,69696
2836,21,8813200023188
2837,3,125521
2838,2,13431
2839,1,12221
2840,2,5555
2841,2,7557
2842,2,9559
2843,7,1136311
2844,4,99099
2845,5,475574
2846,9,88555588
2847,3,138831
2848,2,14641
2849,2,25652
2850,2,5775
2851,2,7777
2852,2,9779
2853,4,59895
2855,16,5233333325
2857,4,293392
2858,2,15851
2859,2,26862
2860,2,5995
2861,2,7997
2862,2,9999
2863,3,22022
2864,3,44044
2865,3,66066
2866,3,88088
2867,3,155551
2868,4,56265
2869,6,1136311
2870,4,25652
2871,4,69696
2872,4,125521
2873,2,12221
2874,3,46464
2875,3,68486
2876,5,881188
2877,3,168861
2878,6,233332
2879,12,52788725
2880,5,59895
2881,17,5233333325
2882,0,2882
2883,3,26862
2884,3,48884
2885,5,449944
2886,13,8836886388
2887,18,89540004598
2888,6,229922
2889,3,59895
2890,3,12221
2891,4,68486
2892,4,168861
2893,13,52788725
2894,4,91619
2895,6,993399
2896,16,133697796331
2897,7,2322232
2898,4,79497
2899,6,293392
2900,1,2992
2901,1,3993
2902,1,4994
2903,1,5995
2904,1,6996
2905,1,7997
2906,1,8998
2907,1,9999
2908,2,11011
2909,2,22022
2910,2,5115
2911,2,7117
2912,2,9119
2913,3,23232
2914,3,45254
2915,3,67276
2916,3,89298
2917,3,112211
2918,2,12221
2919,2,23232
2920,2,5335
2921,2,7337
2922,2,9339
2923,3,25652
2924,3,47674
2925,3,69696
2926,21,8813200023188
2927,3,125521
2928,2,13431
2929,1,12221
2930,2,5555
2931,2,7557
2932,2,9559
2933,7,1136311
2934,4,99099
2935,5,475574
2936,9,88555588
2937,3,138831
2938,2,14641
2939,2,25652
2940,2,5775
2941,2,7777
2942,2,9779
2943,4,59895
2945,16,5233333325
2947,4,293392
2948,2,15851
2949,2,26862
2950,2,5995
2951,2,7997
2952,2,9999
2953,3,22022
2954,3,44044
2955,3,66066
2956,3,88088
2957,3,155551
2958,4,56265
2959,6,1136311
2960,4,25652
2961,4,69696
2962,4,125521
2963,2,12221
2964,3,46464
2965,3,68486
2966,5,881188
2967,3,168861
2968,6,233332
2969,12,52788725
2970,5,59895
2971,17,5233333325
2972,5,293392
2973,3,26862
2974,3,48884
2975,5,449944
2976,13,8836886388
2977,18,89540004598
2978,6,229922
2979,3,59895
2980,3,12221
2981,4,68486
2982,4,168861
2983,13,52788725
2984,4,91619
2985,6,993399
2986,16,133697796331
2987,7,2322232
2988,4,79497
2989,6,293392
2990,14,52788725
2991,7,993399
2992,0,2992
2993,7,293392
2994,8,12455421
2995,5,445544
2997,15,8939779398
2998,7,712217
2999,9,2322232
3000,1,3003
3001,1,4004
3002,1,5005
3003,0,3003
3004,1,7007
3005,1,8008
3006,1,9009
3007,2,11011
3008,1,11011
3009,2,33033
3010,1,3113
3011,1,4114
3012,1,5115
3013,1,6116
3014,1,7117
3015,1,8118
3016,1,9119
3017,2,12221
3018,2,23232
3019,2,34243
3020,1,3223
3021,1,4224
3022,1,5225
3023,1,6226
3024,1,7227
3025,1,8228
3026,1,9229
3027,2,13431
3028,2,24442
3029,2,35453
3030,1,3333
3031,1,4334
3032,1,5335
3033,1,6336
3034,1,7337
3035,1,8338
3036,1,9339
3037,2,14641
3038,2,25652
3039,2,36663
3040,1,3443
3041,1,4444
3042,1,5445
3043,1,6446
3044,1,7447
3045,1,8448
3046,1,9449
3047,2,15851
3048,2,26862
3049,2,37873
3050,1,3553
3051,1,4554
3052,1,5555
3053,1,6556
3054,1,7557
3055,1,8558
3056,1,9559
3057,4,56265
3058,6,1136311
3059,5,497794
3060,1,3663
3061,1,4664
3062,1,5665
3063,1,6666
3064,1,7667
3065,1,8668
3066,1,9669
3067,6,233332
3068,12,52788725
3069,3,79497
3070,1,3773
3071,1,4774
3072,1,5775
3073,1,6776
3074,1,7777
3075,1,8778
3076,1,9779
3077,6,229922
3078,3,59895
3079,5,583385
3080,1,3883
3081,1,4884
3082,1,5885
3083,1,6886
3084,1,7887
3085,1,8888
3086,1,9889
3087,4,79497
3088,6,293392
3089,7,2786872
3090,1,3993
3091,1,4994
3092,1,5995
3093,1,6996
3094,1,7997
3095,1,8998
3096,1,9999
3097,2,11011
3098,2,22022
3099,2,33033
3100,1,3113
3101,1,4114
3102,1,5115
3103,1,6116
3104,1,7117
3105,1,8118
3106,1,9119
3107,2,12221
3108,2,23232
3109,2,34243
3110,1,3223
3111,1,4224
3112,1,5225
3113,0,3113
3114,1,7227
3115,1,8228
3116,1,9229
3117,2,13431
3118,2,24442
3119,2,35453
3120,1,3333
3121,1,4334
3122,1,5335
3123,1,6336
3124,1,7337
3125,1,8338
3126,1,9339
3127,2,14641
3128,2,25652
3129,2,36663
3130,1,3443
3131,1,4444
3132,1,5445
3133,1,6446
3134,1,7447
3135,1,8448
3136,1,9449
3137,2,15851
3138,2,26862
3139,2,37873
3140,1,3553
3141,1,4554
3142,1,5555
3143,1,6556
3144,1,7557
3145,1,8558
3146,1,9559
3147,4,56265
3148,6,1136311
3149,5,497794
3150,1,3663
3151,1,4664
3152,1,5665
3153,1,6666
3154,1,7667
3155,1,8668
3156,1,9669
3157,6,233332
3158,12,52788725
3159,3,79497
3160,1,3773
3161,1,4774
3162,1,5775
3163,1,6776
3164,1,7777
3165,1,8778
3166,1,9779
3167,6,229922
3168,3,59895
3169,5,583385
3170,1,3883
3171,1,4884
3172,1,5885
3173,1,6886
3174,1,7887
3175,1,8888
3176,1,9889
3177,4,79497
3178,6,293392
3179,7,2786872
3180,1,3993
3181,1,4994
3182,1,5995
3183,1,6996
3184,1,7997
3185,1,8998
3186,1,9999
3187,2,11011
3188,2,22022
3189,2,33033
3190,2,7117
3191,2,9119
3192,3,23232
3193,3,45254
3194,3,67276
3195,3,89298
3196,3,112211
3197,2,12221
3198,2,23232
3199,2,34243
3200,1,3223
3201,1,4224
3202,1,5225
3203,1,6226
3204,1,7227
3205,1,8228
3206,1,9229
3207,2,13431
3208,2,24442
3209,2,35453
3210,1,3333
3211,1,4334
3212,1,5335
3213,1,6336
3214,1,7337
3215,1,8338
3216,1,9339
3217,2,14641
3218,2,25652
3219,2,36663
3220,1,3443
3221,1,4444
3222,1,5445
3223,0,3223
3224,1,7447
3225,1,8448
3226,1,9449
3227,2,15851
3228,2,26862
3229,2,37873
3230,1,3553
3231,1,4554
3232,1,5555
3233,1,6556
3234,1,7557
3235,1,8558
3236,1,9559
3237,4,56265
3238,6,1136311
3239,5,497794
3240,1,3663
3241,1,4664
3242,1,5665
3243,1,6666
3244,1,7667
3245,1,8668
3246,1,9669
3247,6,233332
3248,12,52788725
3249,3,79497
3250,1,3773
3251,1,4774
3252,1,5775
3253,1,6776
3254,1,7777
3255,1,8778
3256,1,9779
3257,6,229922
3258,3,59895
3259,5,583385
3260,1,3883
3261,1,4884
3262,1,5885
3263,1,6886
3264,1,7887
3265,1,8888
3266,1,9889
3267,4,79497
3268,6,293392
3269,7,2786872
3270,1,3993
3271,1,4994
3272,1,5995
3273,1,6996
3274,1,7997
3275,1,8998
3276,1,9999
3277,2,11011
3278,2,22022
3279,2,33033
3280,2,7117
3281,2,9119
3282,3,23232
3283,3,45254
3284,3,67276
3285,3,89298
3286,3,112211
3287,2,12221
3288,2,23232
3289,2,34243
3290,2,7337
3291,2,9339
3292,3,25652
3293,3,47674
3294,3,69696
3295,21,8813200023188
3296,3,125521
3297,2,13431
3298,1,12221
3299,2,35453
3300,1,3333
3301,1,4334
3302,1,5335
3303,1,6336
3304,1,7337
3305,1,8338
3306,1,9339
3307,2,14641
3308,2,25652
3309,2,36663
3310,1,3443
3311,1,4444
3312,1,5445
3313,1,6446
3314,1,7447
3315,1,8448
3316,1,9449
3317,2,15851
3318,2,26862
3319,2,37873
3320,1,3553
3321,1,4554
3322,1,5555
3323,1,6556
3324,1,7557
3325,1,8558
3326,1,9559
3327,4,56265
3328,6,1136311
3329,5,497794
3330,1,3663
3331,1,4664
3332,1,5665
3333,0,3333
3334,1,7667
3335,1,8668
3336,1,9669
3337,6,233332
3338,12,52788725
3339,3,79497
3340,1,3773
3341,1,4774
3342,1,5775
3343,1,6776
3344,1,7777
3345,1,8778
3346,1,9779
3347,6,229922
3348,3,59895
3349,5,583385
3350,1,3883
3351,1,4884
3352,1,5885
3353,1,6886
3354,1,7887
3355,1,8888
3356,1,9889
3357,4,79497
3358,6,293392
3359,7,2786872
3360,1,3993
3361,1,4994
3362,1,5995
3363,1,6996
3364,1,7997
3365,1,8998
3366,1,9999
3367,2,11011
3368,2,22022
3369,2,33033
3370,2,7117
3371,2,9119
3372,3,23232
3373,3,45254
3374,3,67276
3375,3,89298
3376,3,112211
3377,2,12221
3378,2,23232
3379,2,34243
3380,2,7337
3381,2,9339
3382,3,25652
3383,3,47674
3384,3,69696
3385,21,8813200023188
3386,3,125521
3387,2,13431
3388,1,12221
3389,2,35453
3390,2,7557
3391,2,9559
3392,7,1136311
3393,4,99099
3394,5,475574
3395,9,88555588
3396,3,138831
3397,2,14641
3398,2,25652
3399,2,36663
3400,1,3443
3401,1,4444
3402,1,5445
3403,1,6446
3404,1,7447
3405,1,8448
3406,1,9449
3407,2,15851
3408,2,26862
3409,2,37873
3410,1,3553
3411,1,4554
3412,1,5555
3413,1,6556
3414,1,7557
3415,1,8558
3416,1,9559
3417,4,56265
3418,6,1136311
3419,5,497794
3420,1,3663
3421,1,4664
3422,1,5665
3423,1,6666
3424,1,7667
3425,1,8668
3426,1,9669
3427,6,233332
3428,12,52788725
3429,3,79497
3430,1,3773
3431,1,4774
3432,1,5775
3433,1,6776
3434,1,7777
3435,1,8778
3436,1,9779
3437,6,229922
3438,3,59895
3439,5,583385
3440,1,3883
3441,1,4884
3442,1,5885
3443,0,3443
3444,1,7887
3445,1,8888
3446,1,9889
3447,4,79497
3448,6,293392
3449,7,2786872
3450,1,3993
3451,1,4994
3452,1,5995
3453,1,6996
3454,1,7997
3455,1,8998
3456,1,9999
3457,2,11011
3458,2,22022
3459,2,33033
3460,2,7117
3461,2,9119
3462,3,23232
3463,3,45254
3464,3,67276
3465,3,89298
3466,3,112211
3467,2,12221
3468,2,23232
3469,2,34243
3470,2,7337
3471,2,9339
3472,3,25652
3473,3,47674
3474,3,69696
3475,21,8813200023188
3476,3,125521
3477,2,13431
3478,1,12221
3479,2,35453
3480,2,7557
3481,2,9559
3482,7,1136311
3483,4,99099
3484,5,475574
3485,9,88555588
3486,3,138831
3487,2,14641
3488,2,25652
3489,2,36663
3490,2,7777
3491,2,9779
3492,4,59895
3494,16,5233333325
3496,4,293392
3497,2,15851
3498,2,26862
3499,2,37873
3500,1,3553
3501,1,4554
3502,1,5555
3503,1,6556
3504,1,7557
3505,1,8558
3506,1,9559
3507,4,56265
3508,6,1136311
3509,5,497794
3510,1,3663
3511,1,4664
3512,1,5665
3513,1,6666
3514,1,7667
3515,1,8668
3516,1,9669
3517,6,233332
3518,12,52788725
3519,3,79497
3520,1,3773
3521,1,4774
3522,1,5775
3523,1,6776
3524,1,7777
3525,1,8778
3526,1,9779
3527,6,229922
3528,3,59895
3529,5,583385
3530,1,3883
3531,1,4884
3532,1,5885
3533,1,6886
3534,1,7887
3535,1,8888
3536,1,9889
3537,4,79497
3538,6,293392
3539,7,2786872
3540,1,3993
3541,1,4994
3542,1,5995
3543,1,6996
3544,1,7997
3545,1,8998
3546,1,9999
3547,2,11011
3548,2,22022
3549,2,33033
3550,2,7117
3551,2,9119
3552,3,23232
3553,0,3553
3554,3,67276
3555,3,89298
3556,3,112211
3557,2,12221
3558,2,23232
3559,2,34243
3560,2,7337
3561,2,9339
3562,3,25652
3563,3,47674
3564,3,69696
3565,21,8813200023188
3566,3,125521
3567,2,13431
3568,1,12221
3569,2,35453
3570,2,7557
3571,2,9559
3572,7,1136311
3573,4,99099
3574,5,475574
3575,9,88555588
3576,3,138831
3577,2,14641
3578,2,25652
3579,2,36663
3580,2,7777
3581,2,9779
3582,4,59895
3584,16,5233333325
3586,4,293392
3587,2,15851
3588,2,26862
3589,2,37873
3590,2,7997
3591,2,9999
3592,3,22022
3593,3,44044
3594,3,66066
3595,3,88088
3596,3,155551
3597,4,56265
3598,6,1136311
3599,5,497794
3600,1,3663
3601,1,4664
3602,1,5665
3603,1,6666
3604,1,7667
3605,1,8668
3606,1,9669
3607,6,233332
3608,12,52788725
3609,3,79497
3610,1,3773
3611,1,4774
3612,1,5775
3613,1,6776
3614,1,7777
3615,1,8778
3616,1,9779
3617,6,229922
3618,3,59895
3619,5,583385
3620,1,3883
3621,1,4884
3622,1,5885
3623,1,6886
3624,1,7887
3625,1,8888
3626,1,9889
3627,4,79497
3628,6,293392
3629,7,2786872
3630,1,3993
3631,1,4994
3632,1,5995
3633,1,6996
3634,1,7997
3635,1,8998
3636,1,9999
3637,2,11011
3638,2,22022
3639,2,33033
3640,2,7117
3641,2,9119
3642,3,23232
3643,3,45254
3644,3,67276
3645,3,89298
3646,3,112211
3647,2,12221
3648,2,23232
3649,2,34243
3650,2,7337
3651,2,9339
3652,3,25652
3653,3,47674
3654,3,69696
3655,21,8813200023188
3656,3,125521
3657,2,13431
3658,1,12221
3659,2,35453
3660,2,7557
3661,2,9559
3662,7,1136311
3663,0,3663
3664,5,475574
3665,9,88555588
3666,3,138831
3667,2,14641
3668,2,25652
3669,2,36663
3670,2,7777
3671,2,9779
